Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
5,A1 LM,KIMZEY A,2948,49.27,0.742,12.105,8.7895,,2,0.833
5,A1 LM,KIMZEY A,2948.5,50.791,0.721,14.415,8.7895,,2,0.821
5,A1 LM,KIMZEY A,2949,54.86,0.715,13.093,9.8355,,2,0.81
5,A1 LM,KIMZEY A,2949.5,59.829,0.721,12.104,10.55,,2,0.798
5,A1 LM,KIMZEY A,2950,62.092,0.764,11.884,10.66,,2,0.786
5,A1 LM,KIMZEY A,2950.5,65.692,0.906,11.664,10.66,,2,0.774
5,A1 LM,KIMZEY A,2953,116.632,1.129,7.978,8.597,,2,0.714
5,A1 LM,KIMZEY A,2953.5,133.545,0.988,8.908,9.948,,2,0.702
5,A1 LM,KIMZEY A,2954,126.67,0.879,10.686,10.269,,2,0.69
5,A1 LM,KIMZEY A,2954.5,116.684,0.911,12.789,10.5935,,2,0.679
4,A1 LM,KIMZEY A,2961.5,47.828,0.979,7.043,9.1745,,2,0.512
4,A1 LM,KIMZEY A,2962,50.19,0.849,7.125,10.6465,,2,0.5
4,A1 LM,KIMZEY A,2962.5,53.066,0.748,7.923,11.5955,,2,0.488
4,A1 LM,KIMZEY A,2963,55.379,0.726,10.014,13.136,,2,0.476
4,A1 LM,KIMZEY A,2963.5,56.364,0.721,10.564,13.356,,2,0.464
4,A1 LM,KIMZEY A,2964,57.217,0.721,11.775,13.5215,,2,0.452
4,A1 LM,KIMZEY A,2964.5,58.159,0.737,11.5,14.154,,2,0.44
4,A1 LM,KIMZEY A,2965,59.694,0.753,10.674,14.732,,2,0.429
4,A1 LM,KIMZEY A,2965.5,60.91,0.802,11.829,13.2185,,2,0.417
4,A1 LM,KIMZEY A,2966,62.221,0.773,13.068,12.93,,2,0.405
4,A1 LM,KIMZEY A,2966.5,63.505,0.736,12.545,13.1365,,2,0.393
4,A1 LM,KIMZEY A,2967,63.869,0.708,11.774,13.081,,2,0.381
4,A1 LM,KIMZEY A,2967.5,64.143,0.677,11.983,12.2065,,2,0.369
4,A1 LM,KIMZEY A,2968,62.938,0.655,11.593,11.2465,,2,0.357
4,A1 LM,KIMZEY A,2968.5,61.374,0.737,10.454,11.541,,2,0.345
4,A1 LM,KIMZEY A,2969,57.433,0.862,8.389,11.9675,,2,0.333
4,A1 LM,KIMZEY A,2969.5,56.131,0.819,7.042,12.476,,2,0.321
4,A1 LM,KIMZEY A,2970,52.54,0.796,9.133,11.1555,,2,0.31
4,A1 LM,KIMZEY A,2970.5,51.223,0.89,9.684,10.55,,2,0.298
4,A1 LM,KIMZEY A,2971,50.608,0.873,9.959,9.5875,,2,0.286
4,A1 LM,KIMZEY A,2971.5,50.08,0.906,8.309,9.9175,,2,0.274
4,A1 LM,KIMZEY A,2972,49.589,0.939,6.767,10.2475,,2,0.262
4,A1 LM,KIMZEY A,2972.5,48.466,0.955,6.193,10.7305,,2,0.25
4,A1 LM,KIMZEY A,2973,47.694,0.96,7.483,10.2755,,2,0.238
4,A1 LM,KIMZEY A,2973.5,48.353,0.966,7.317,10.0825,,2,0.226
4,A1 LM,KIMZEY A,2974,49.337,0.83,4.731,11.0455,,2,0.214
4,A1 LM,KIMZEY A,2974.5,55.521,0.797,6.185,12.3225,,2,0.202
4,A1 LM,KIMZEY A,2975,58.802,0.759,8.859,12.5035,,2,0.19
4,A1 LM,KIMZEY A,2975.5,62.155,0.715,11.98,13.143,,2,0.179
4,A1 LM,KIMZEY A,2976,62.962,0.71,12.81,12.107,,2,0.167
4,A1 LM,KIMZEY A,2976.5,61.659,0.824,12.711,11.2385,,2,0.155
4,A1 LM,KIMZEY A,2977,60.723,0.917,12.544,10.275,,2,0.143
4,A1 LM,KIMZEY A,2977.5,63.254,0.988,10.014,9.725,,2,0.131
4,A1 LM,KIMZEY A,2978,67.182,1.026,10.234,8.294,,2,0.119
5,A1 LM,KIMZEY A,2978.5,70.126,1.086,8.528,7.827,,2,0.107
5,A1 LM,KIMZEY A,2979,72.706,1.178,6.822,7.194,,2,0.095
3,B1 SH,KIMZEY A,2983,82.485,0.79,7.788,10.978,,1,1
3,B1 SH,KIMZEY A,2983.5,83.761,0.732,11.664,14.787,,1,0.96
3,B1 SH,KIMZEY A,2984,82.284,0.557,14.572,18.395,,1,0.92
3,B1 SH,KIMZEY A,2984.5,79.657,0.557,13.15,21.582,,1,0.88
3,B1 SH,KIMZEY A,2985,77.044,0.606,13.932,21.356,,1,0.84
3,B1 SH,KIMZEY A,2985.5,71.624,0.677,12.646,20.172,,1,0.8
3,B1 SH,KIMZEY A,2986,68.35,0.635,10.998,18.806,,1,0.76
3,B1 SH,KIMZEY A,2986.5,61.636,0.595,7.648,16.575,,1,0.72
2,B1 SH,KIMZEY A,2987,60.02,0.666,11.341,15.0105,,1,0.68
2,B1 SH,KIMZEY A,2987.5,57.334,0.74,15.736,13.301,,1,0.64
2,B1 SH,KIMZEY A,2988,51.604,0.82,8.804,15.172,,1,0.6
2,B1 SH,KIMZEY A,2988.5,47.143,0.888,7.212,12.611,,1,0.56
2,B1 SH,KIMZEY A,2989,44.586,0.966,4.979,9.4085,,1,0.52
2,B1 SH,KIMZEY A,2989.5,45.435,0.96,3.301,9.1195,,1,0.48
2,B1 SH,KIMZEY A,2990,44.447,0.911,3.906,8.267,,1,0.44
2,B1 SH,KIMZEY A,2990.5,44.343,0.884,5.595,7.4505,,1,0.4
2,B1 SH,KIMZEY A,2991,46.069,0.868,7.647,7.3315,,1,0.36
2,B1 SH,KIMZEY A,2991.5,48.61,0.868,6.273,8.8995,,1,0.32
2,B1 SH,KIMZEY A,2992,49.756,0.911,8.467,9.0675,,1,0.28
2,B1 SH,KIMZEY A,2992.5,49.709,0.862,9.998,8.962,,1,0.24
2,B1 SH,KIMZEY A,2993,49.673,0.795,11.664,9.505,,1,0.2
2,B1 SH,KIMZEY A,2993.5,49.554,0.704,11.38,11.298,,1,0.16
2,B1 SH,KIMZEY A,2994,46.149,0.748,10.328,12.154,,1,0.12
2,B1 SH,KIMZEY A,2994.5,43.622,0.793,8.143,12.2555,,1,0.08
2,B1 SH,KIMZEY A,2995,36.663,0.873,7.538,10.743,,1,0.04
5,B1 LM,KIMZEY A,2995.5,30.458,0.944,8.254,9.89,,2,1
5,B1 LM,KIMZEY A,3003,30.452,0.982,4.457,5.5155,,2,0.595
5,B1 LM,KIMZEY A,3003.5,31.861,0.971,4.841,5.8185,,2,0.568
5,B1 LM,KIMZEY A,3004,31.738,1.138,4.401,6.3135,,2,0.541
3,B2 SH,KIMZEY A,3014,74.262,0.573,10.729,15.9145,,1,1
3,B2 SH,KIMZEY A,3014.5,71.388,0.497,15.984,18.322,,1,0.929
3,B2 SH,KIMZEY A,3015,70.555,0.306,17.937,19.8485,,1,0.857
3,B2 SH,KIMZEY A,3015.5,74.138,0.422,14.525,22.5445,,1,0.786
3,B2 SH,KIMZEY A,3016,72.583,0.494,14.968,20.73,,1,0.714
3,B2 SH,KIMZEY A,3016.5,68.824,0.556,10.203,21.3735,,1,0.643
3,B2 SH,KIMZEY A,3017,65.282,0.628,9.904,19.271,,1,0.571
3,B2 SH,KIMZEY A,3017.5,60.532,0.71,10.729,14.0445,,1,0.5
3,B2 SH,KIMZEY A,3018,57.217,0.879,9.794,12.531,,1,0.429
3,B2 SH,KIMZEY A,3018.5,55.096,0.911,6.272,10.495,,1,0.357
3,B2 SH,KIMZEY A,3019,52.36,0.78,7.521,10.5145,,1,0.286
2,B2 SH,KIMZEY A,3019.5,51.351,0.737,9.051,10.8395,,1,0.214
2,B2 SH,KIMZEY A,3020,48.562,0.764,11.775,11.0455,,1,0.143
2,B2 SH,KIMZEY A,3020.5,43.998,0.922,10.048,12.184,,1,0.071
5,B2 LM,KIMZEY A,3021,39.7,1.046,5.943,11.4305,,2,1
5,B2 LM,KIMZEY A,3021.5,35.864,1.151,7.483,6.3135,,2,0.955
5,B2 LM,KIMZEY A,3022,28.812,1.276,5.474,4.484,,2,0.909
5,B2 LM,KIMZEY A,3029.5,40.634,0.971,7.18,6.107,,2,0.227
5,B2 LM,KIMZEY A,3030,43.743,1.102,4.842,6.644,,2,0.182
5,B2 LM,KIMZEY A,3030.5,48.963,1.184,6.163,5.8185,,2,0.136
5,B2 LM,KIMZEY A,3032,61.399,0.825,11.41,8.992,,2,0.01
3,B3 SH,KIMZEY A,3032.5,61.399,0.825,11.41,8.992,,1,1
3,B3 SH,KIMZEY A,3033,71.921,0.677,14.285,11.3765,,1,0.955
3,B3 SH,KIMZEY A,3033.5,73.821,0.464,16.695,15.1565,,1,0.909
2,B3 SH,KIMZEY A,3034,73.681,0.464,15.075,16.7675,,1,0.864
2,B3 SH,KIMZEY A,3034.5,71.35,0.579,12.033,16.2915,,1,0.818
2,B3 SH,KIMZEY A,3035,69.416,0.683,8.831,15.0205,,1,0.773
2,B3 SH,KIMZEY A,3035.5,67.261,0.764,9.978,10.678,,1,0.727
2,B3 SH,KIMZEY A,3036,64.868,0.819,11.012,9.611,,1,0.682
2,B3 SH,KIMZEY A,3036.5,62.321,0.762,12.214,9.56,,1,0.636
2,B3 SH,KIMZEY A,3037,62.074,0.753,10.6,10.312,,1,0.591
2,B3 SH,KIMZEY A,3037.5,61.119,0.748,8.198,10.605,,1,0.545
2,B3 SH,KIMZEY A,3038,61.291,0.742,7.703,10.7155,,1,0.5
2,B3 SH,KIMZEY A,3038.5,63.942,0.737,9.124,10.5,,1,0.455
2,B3 SH,KIMZEY A,3039,65.728,0.721,10.069,10.6325,,1,0.409
2,B3 SH,KIMZEY A,3039.5,67.095,0.699,10.729,11.0725,,1,0.364
2,B3 SH,KIMZEY A,3040,64.452,0.661,10.179,11.6505,,1,0.318
2,B3 SH,KIMZEY A,3040.5,62.594,0.721,10.014,12.036,,1,0.273
3,B3 SH,KIMZEY A,3041,60.872,0.791,9.959,12.3385,,1,0.227
3,B3 SH,KIMZEY A,3041.5,60.841,0.685,11.101,13.2395,,1,0.182
3,B3 SH,KIMZEY A,3042,59.067,0.525,11.829,16.0245,,1,0.136
2,B3 SH,KIMZEY A,3042.5,53.585,0.519,12.957,16.9465,,1,0.091
2,B3 SH,KIMZEY A,3043,40.166,0.869,12.325,17.1525,,1,0.045
3,B4 SH,KIMZEY A,3050.5,54.149,0.699,7.648,8.652,,1,1
2,B4 SH,KIMZEY A,3051,58.366,0.688,7.373,8.7895,,1,0.944
2,B4 SH,KIMZEY A,3051.5,61.994,0.797,6.988,9.147,,1,0.889
2,B4 SH,KIMZEY A,3052,65.071,0.83,7.593,10.2755,,1,0.833
2,B4 SH,KIMZEY A,3052.5,67.312,0.753,9.133,11.4305,,1,0.778
2,B4 SH,KIMZEY A,3053,67.322,0.65,11.279,11.7335,,1,0.722
2,B4 SH,KIMZEY A,3053.5,63.599,0.612,14.085,11.4305,,1,0.667
2,B4 SH,KIMZEY A,3054,59.174,0.584,14.46,11.848,,1,0.611
2,B4 SH,KIMZEY A,3054.5,56.467,0.59,10.747,10.3515,,1,0.556
2,B4 SH,KIMZEY A,3055,55.051,0.672,8.844,9.76,,1,0.5
2,B4 SH,KIMZEY A,3055.5,55.424,0.715,9.346,10.161,,1,0.444
2,B4 SH,KIMZEY A,3056,58.234,0.808,10.133,10.8845,,1,0.389
2,B4 SH,KIMZEY A,3056.5,62.702,0.824,10.37,11.884,,1,0.333
2,B4 SH,KIMZEY A,3057,65.107,0.715,10.388,12.993,,1,0.278
2,B4 SH,KIMZEY A,3057.5,65.898,0.53,11.995,14.6215,,1,0.222
2,B4 SH,KIMZEY A,3058,63.371,0.415,16.341,17.2355,,1,0.167
3,B4 SH,KIMZEY A,3058.5,56.834,0.575,19.257,16.6575,,1,0.111
3,B4 SH,KIMZEY A,3059,44.687,0.753,13.784,14.456,,1,0.056
5,B4 LM,KIMZEY A,3059.5,31.567,0.939,7.263,11.8155,,2,1
5,B4 LM,KIMZEY A,3062.5,31.972,1.15,6.162,6.424,,2,0.455
5,B4 LM,KIMZEY A,3063,35.527,1.016,7.978,7.882,,2,0.364
5,B4 LM,KIMZEY A,3063.5,39.981,0.923,7.208,9.477,,2,0.273
5,B4 LM,KIMZEY A,3064,47.38,0.805,6.603,10.8255,,2,0.182
5,B4 LM,KIMZEY A,3064.5,52.479,0.666,7.642,12.781,,2,0.091
3,B5 SH,KIMZEY A,3065,58.378,0.562,5.337,15.0895,,1,1
3,B5 SH,KIMZEY A,3065.5,58.378,0.562,5.337,15.0895,,1,1
3,B5 SH,KIMZEY A,3066,66.469,0.454,7.923,20.0135,,1,0.875
3,B5 SH,KIMZEY A,3066.5,69.387,0.388,10.894,22.82,,1,0.75
3,B5 SH,KIMZEY A,3067,70.043,0.38,11.279,23.3425,,1,0.625
3,B5 SH,KIMZEY A,3067.5,64.826,0.372,11.334,22.875,,1,0.5
3,B5 SH,KIMZEY A,3068,59.546,0.383,9.409,22.6825,,1,0.375
3,B5 SH,KIMZEY A,3068.5,53.408,0.41,9.959,21.3065,,1,0.25
3,B5 SH,KIMZEY A,3069,48.476,0.577,10.344,19.904,,1,0.125
5,B5 LM,KIMZEY A,3086,79.88,0.75,7.373,10.4955,,2,0.298
5,B5 LM,KIMZEY A,3086.5,86.869,0.857,5.832,8.349,,2,0.277
5,B5 LM,KIMZEY A,3087,110.942,0.933,5.612,7.139,,2,0.255
5,B5 LM,KIMZEY A,3087.5,121.438,0.988,6.933,5.8185,,2,0.234
5,B5 LM,KIMZEY A,3088,136.644,0.982,7.235,5.8595,,2,0.213
5,B5 LM,KIMZEY A,3088.5,146.732,0.933,5.887,7.1665,,2,0.191
5,B5 LM,KIMZEY A,3089,140.154,0.748,12.6,8.597,,2,0.149
5,B5 LM,KIMZEY A,3089.5,125.603,0.824,12.214,9.835,,2,0.128
5,B5 LM,KIMZEY A,3090,99.08,0.868,10.674,10.055,,2,0.106
5,B5 LM,KIMZEY A,3090.5,84.029,0.906,7.923,9.5595,,2,0.085
5,B5 LM,KIMZEY A,3091,73.656,0.928,7.239,9.6265,,2,0.064
3,C SH,KIMZEY A,3092.5,67.301,0.597,9.233,13.0315,,1,1
3,C SH,KIMZEY A,3093,67.494,0.535,9.574,15.887,,1,0.974
3,C SH,KIMZEY A,3093.5,66.264,0.481,11.334,18.913,,1,0.947
3,C SH,KIMZEY A,3094,64.66,0.503,13.108,18.026,,1,0.921
3,C SH,KIMZEY A,3094.5,64.211,0.584,16.506,16.217,,1,0.895
3,C SH,KIMZEY A,3095,63.453,0.595,14.911,16.0795,,1,0.868
3,C SH,KIMZEY A,3095.5,62.923,0.606,15.155,15.5175,,1,0.842
3,C SH,KIMZEY A,3096,62.614,0.677,14.196,15.282,,1,0.816
3,C SH,KIMZEY A,3096.5,62.594,0.732,15.406,14.402,,1,0.789
3,C SH,KIMZEY A,3097,62.785,0.791,17.277,13.9615,,1,0.763
3,C SH,KIMZEY A,3097.5,65.317,0.742,16.892,14.209,,1,0.711
3,C SH,KIMZEY A,3098,67.611,0.715,16.286,15.062,,1,0.684
3,C SH,KIMZEY A,3098.5,66.572,0.699,15.516,15.667,,1,0.658
3,C SH,KIMZEY A,3099,68.829,0.688,15.791,14.9795,,1,0.632
3,C SH,KIMZEY A,3099.5,70.217,0.688,17.221,14.9245,,1,0.605
2,C SH,KIMZEY A,3100,68.784,0.65,17.756,14.767,,1,0.579
2,C SH,KIMZEY A,3100.5,70.812,0.623,17.973,15.1535,,1,0.553
2,C SH,KIMZEY A,3101,70.526,0.612,18.492,15.83,,1,0.526
2,C SH,KIMZEY A,3101.5,64.98,0.612,18.13,16.066,,1,0.5
2,C SH,KIMZEY A,3102,67.636,0.672,16.726,16.107,,1,0.474
2,C SH,KIMZEY A,3102.5,64.374,0.764,14.251,15.1995,,1,0.447
2,C SH,KIMZEY A,3103,62.215,0.797,12.82,14.264,,1,0.421
2,C SH,KIMZEY A,3103.5,60.814,0.808,13.425,13.5215,,1,0.395
3,C SH,KIMZEY A,3104,60.884,0.742,14.361,12.3385,,1,0.368
3,C SH,KIMZEY A,3104.5,62.554,0.764,15.24,11.623,,1,0.342
2,C SH,KIMZEY A,3105,64.784,0.759,16.341,11.0725,,1,0.289
2,C SH,KIMZEY A,3105.5,67.764,0.745,13.645,12.2555,,1,0.263
2,C SH,KIMZEY A,3106,70.192,0.721,13.646,12.696,,1,0.237
2,C SH,KIMZEY A,3106.5,71.594,0.699,13.535,13.1365,,1,0.211
2,C SH,KIMZEY A,3107,70.705,0.672,13.425,13.4665,,1,0.184
2,C SH,KIMZEY A,3107.5,69.295,0.612,12.159,14.8695,,1,0.158
2,C SH,KIMZEY A,3108,67.784,0.589,12.841,15.3755,,1,0.132
2,C SH,KIMZEY A,3108.5,65.164,0.563,15.079,15.0605,,1,0.105
3,C SH,KIMZEY A,3109,62.957,0.53,16.795,14.9175,,1,0.079
3,C SH,KIMZEY A,3109.5,56.582,0.464,19.038,15.227,,1,0.053
5,C LM,KIMZEY A,3110.5,39.6,0.366,19.312,19.161,,2,1
5,C LM,KIMZEY A,3111,25.306,0.415,18.626,17.303,,2,0.988
5,C LM,KIMZEY A,3111.5,22.906,0.546,18.294,14.993,,2,0.976
5,C LM,KIMZEY A,3112,19.956,0.715,12.765,11.5405,,2,0.964
5,C LM,KIMZEY A,3112.5,16.938,0.982,12.655,8.5145,,2,0.952
5,C LM,KIMZEY A,3113,11.761,1.329,7.758,5.956,,2,0.94
5,C LM,KIMZEY A,3118,24.473,1.282,5.888,3.37,,2,0.821
5,C LM,KIMZEY A,3118.5,28.116,1.282,7.208,3.315,,2,0.81
5,C LM,KIMZEY A,3119,31.275,1.129,8.363,3.6175,,2,0.798
5,C LM,KIMZEY A,3121.5,39.653,0.966,8.06,5.942,,2,0.738
5,C LM,KIMZEY A,3122,39.653,0.966,8.06,5.942,,2,0.738
5,C LM,KIMZEY A,3123,34.785,1.097,7.427,4.6905,,2,0.714
5,C LM,KIMZEY A,3126.5,36.917,1.02,4.677,5.6255,,2,0.631
4,C LM,KIMZEY A,3132.5,65.001,0.737,8.473,9.2295,,2,0.488
4,C LM,KIMZEY A,3133,65.014,0.677,9.904,12.311,,2,0.476
4,C LM,KIMZEY A,3133.5,61.49,0.688,10.134,12.141,,2,0.464
4,C LM,KIMZEY A,3134,63.557,0.721,11.019,12.1385,,2,0.452
4,C LM,KIMZEY A,3134.5,66.737,0.693,11.581,12.1595,,2,0.44
4,C LM,KIMZEY A,3135,69.863,0.683,10.454,12.916,,2,0.429
4,C LM,KIMZEY A,3135.5,79.245,0.677,10.619,12.9435,,2,0.417
4,C LM,KIMZEY A,3136,86.023,0.688,10.949,11.7335,,2,0.405
4,C LM,KIMZEY A,3138,245.36,0.721,9.642,13.927,,2,0.357
2,A1 SH,CROSS H CATTLE,2573.5,118.439,0.674493717,6.3,9.95,3.631,1,1
2,A1 SH,CROSS H CATTLE,2574,92.55,0.645225712,9.9,13.05,3.45,1,0.987
2,A1 SH,CROSS H CATTLE,2574.5,102.168,0.630020851,12,14.5,3.364,1,0.974
2,A1 SH,CROSS H CATTLE,2575,88.898,0.60031933,15.1,16.05,3.187,1,0.961
2,A1 SH,CROSS H CATTLE,2575.5,85.493,0.57863921,13.6,15.9,3.099,1,0.947
2,A1 SH,CROSS H CATTLE,2576,82.802,0.569958818,13,14.9,3.069,1,0.934
2,A1 SH,CROSS H CATTLE,2576.5,84.257,0.576456532,12.7,14.35,3.077,1,0.921
2,A1 SH,CROSS H CATTLE,2577,85.349,0.592731766,12.8,14.7,3.101,1,0.908
2,A1 SH,CROSS H CATTLE,2577.5,84.317,0.610660163,13.5,15.15,3.078,1,0.895
2,A1 SH,CROSS H CATTLE,2578,83.495,0.623766,13.4,15.1,3.062,1,0.882
2,A1 SH,CROSS H CATTLE,2578.5,83.696,0.630427875,12.7,14.75,3.074,1,0.868
2,A1 SH,CROSS H CATTLE,2579,82.766,0.631342286,12.6,14.4,3.114,1,0.855
2,A1 SH,CROSS H CATTLE,2579.5,85.311,0.629817196,12.3,13.95,3.133,1,0.842
2,A1 SH,CROSS H CATTLE,2580,87.297,0.627365857,12.1,13.65,3.136,1,0.829
2,A1 SH,CROSS H CATTLE,2580.5,85.494,0.622317661,11.6,13.3,3.173,1,0.816
2,A1 SH,CROSS H CATTLE,2581,82.907,0.613841822,11.3,13.05,3.179,1,0.803
2,A1 SH,CROSS H CATTLE,2581.5,84.398,0.602819342,10.3,12.75,3.121,1,0.789
2,A1 SH,CROSS H CATTLE,2582,81.723,0.592176757,9.2,12.6,3.077,1,0.776
2,A1 SH,CROSS H CATTLE,2582.5,83.501,0.583538819,8,12.3,3.058,1,0.763
2,A1 SH,CROSS H CATTLE,2583,88.667,0.575072326,7.6,12.3,3.067,1,0.75
2,A1 SH,CROSS H CATTLE,2583.5,93.129,0.562887381,8,12.8,3.105,1,0.737
2,A1 SH,CROSS H CATTLE,2584,90.255,0.542202782,8.8,13.4,3.127,1,0.724
2,A1 SH,CROSS H CATTLE,2584.5,87.152,0.510276844,9.6,13.8,3.154,1,0.711
1,A1 SH,CROSS H CATTLE,2585,76.105,0.469085299,9.5,13.55,3.211,1,0.697
1,A1 SH,CROSS H CATTLE,2585.5,68.911,0.419460073,9,12.9,3.281,1,0.684
1,A1 SH,CROSS H CATTLE,2586,60.968,0.366982976,9.1,12.25,3.251,1,0.671
1,A1 SH,CROSS H CATTLE,2586.5,58.121,0.314709693,9.6,11.8,3.167,1,0.658
1,A1 SH,CROSS H CATTLE,2587,58.57,0.260548373,9.2,12.3,3.159,1,0.645
1,A1 SH,CROSS H CATTLE,2587.5,57.287,0.211921084,8.4,13,3.119,1,0.632
1,A1 SH,CROSS H CATTLE,2588,60.771,0.172310969,7.5,14.25,3.022,1,0.618
1,A1 SH,CROSS H CATTLE,2588.5,64.147,0.1430148,6.7,15.75,2.928,1,0.605
1,A1 SH,CROSS H CATTLE,2589,61.211,0.123524981,5.5,16.95,2.892,1,0.592
1,A1 SH,CROSS H CATTLE,2589.5,63.105,0.111262514,4.2,17.8,2.892,1,0.579
1,A1 SH,CROSS H CATTLE,2590,54.482,0.099335278,3.6,17.2,2.895,1,0.553
1,A1 SH,CROSS H CATTLE,2590.5,57.7,0.095866453,4.4,16.6,2.886,1,0.539
1,A1 SH,CROSS H CATTLE,2591,62.74,0.091666958,5,16.7,2.881,1,0.526
1,A1 SH,CROSS H CATTLE,2591.5,61.915,0.084218687,4.9,17.35,2.838,1,0.513
1,A1 SH,CROSS H CATTLE,2592,60.425,0.071882007,4.4,18.6,2.754,1,0.5
1,A1 SH,CROSS H CATTLE,2592.5,58.017,0.055760465,3.8,19.6,2.686,1,0.487
1,A1 SH,CROSS H CATTLE,2593,55.815,0.03702788,4,20.1,2.617,1,0.474
1,A1 SH,CROSS H CATTLE,2593.5,58.413,-0.004364805,2.3,20.25,2.574,1,0.434
1,A1 SH,CROSS H CATTLE,2594,60.306,-0.011441043,2.2,19.9,2.571,1,0.421
1,A1 SH,CROSS H CATTLE,2594.5,60.198,-0.015922966,2.3,19.95,2.556,1,0.408
1,A1 SH,CROSS H CATTLE,2595,56.657,-0.019088062,2.8,20.1,2.552,1,0.395
1,A1 SH,CROSS H CATTLE,2595.5,59.459,-0.022733788,2.9,20.25,2.514,1,0.382
1,A1 SH,CROSS H CATTLE,2596,59.586,-0.025949097,3.1,20.45,2.508,1,0.368
1,A1 SH,CROSS H CATTLE,2596.5,58.077,-0.025949097,3.3,20.65,2.516,1,0.355
1,A1 SH,CROSS H CATTLE,2597,59.244,-0.019088062,3.4,20.5,2.581,1,0.342
1,A1 SH,CROSS H CATTLE,2597.5,60.552,-0.002613616,3.3,20.45,2.589,1,0.329
2,A1 SH,CROSS H CATTLE,2598,63.458,0.02201574,3.6,20.2,2.629,1,0.316
2,A1 SH,CROSS H CATTLE,2598.5,66.977,0.055378331,4.2,20.1,2.694,1,0.303
2,A1 SH,CROSS H CATTLE,2599,74.958,0.095518042,4.3,19.55,2.702,1,0.289
2,A1 SH,CROSS H CATTLE,2599.5,80.42,0.13893394,3.8,18.3,2.694,1,0.276
2,A1 SH,CROSS H CATTLE,2600,86.667,0.181843588,4.9,17.05,2.726,1,0.263
1,A1 SH,CROSS H CATTLE,2600.5,92.343,0.222196046,6,16.7,2.769,1,0.25
1,A1 SH,CROSS H CATTLE,2601,79.336,0.283074975,7.4,17.9,2.844,1,0.224
1,A1 SH,CROSS H CATTLE,2601.5,70.243,0.292034436,7,17.2,2.892,1,0.211
1,A1 SH,CROSS H CATTLE,2602,63.513,0.287353773,7.1,15.75,2.882,1,0.197
1,A1 SH,CROSS H CATTLE,2602.5,65.541,0.273464273,6.3,15.35,2.892,1,0.184
1,A1 SH,CROSS H CATTLE,2603,66.595,0.259593879,5.6,15.4,2.912,1,0.171
1,A1 SH,CROSS H CATTLE,2603.5,71.108,0.249931757,5.2,15.9,2.835,1,0.158
2,A1 SH,CROSS H CATTLE,2604,75.609,0.247482261,5.1,16.25,2.781,1,0.145
2,A1 SH,CROSS H CATTLE,2604.5,81.872,0.255272505,5.1,16.15,2.777,1,0.132
3,A1 SH,CROSS H CATTLE,2605,90.061,0.273464273,6.4,16.2,2.817,1,0.118
2,A1 SH,CROSS H CATTLE,2605.5,95.985,0.300812794,6,18.3,2.74,1,0.105
2,A1 SH,CROSS H CATTLE,2606,97.149,0.33405144,2.8,23.5,2.635,1,0.092
2,A1 SH,CROSS H CATTLE,2606.5,95.986,0.370698093,5,25.9,2.662,1,0.079
2,A1 SH,CROSS H CATTLE,2607,88.553,0.407560849,3.4,24.8,2.735,1,0.066
2,A1 SH,CROSS H CATTLE,2607.5,86.023,0.471291711,7,15.6,2.956,1,0.039
2,A1 SH,CROSS H CATTLE,2608,88.06,0.503245771,9.7,13.25,3.158,1,0.026
4,A1 LM,CROSS H CATTLE,2612.5,87.878,0.824646415,2.3,9.25,4.86,2,0.841
4,A1 LM,CROSS H CATTLE,2613,92.819,0.855761372,3.5,8.75,4.534,2,0.818
4,A1 LM,CROSS H CATTLE,2613.5,94.398,0.87875152,5.1,8.65,4.305,2,0.795
4,A1 LM,CROSS H CATTLE,2614,95.024,0.891983231,8.7,8.85,4.131,2,0.773
4,A1 LM,CROSS H CATTLE,2614.5,86.084,0.892428547,11.6,8.8,3.967,2,0.75
4,A1 LM,CROSS H CATTLE,2615,89.32,0.885021795,11.8,8.7,3.839,2,0.727
4,A1 LM,CROSS H CATTLE,2616.5,96.204,0.884398826,8,10,3.683,2,0.659
5,A1 LM,CROSS H CATTLE,2622,77.283,1.141575183,3.3,6.25,4.362,2,0.409
5,A1 LM,CROSS H CATTLE,2622.5,74.363,1.132483825,5.5,6.65,4.305,2,0.386
5,A1 LM,CROSS H CATTLE,2623,75.024,1.126423654,7.8,7.1,4.188,2,0.364
5,A1 LM,CROSS H CATTLE,2623.5,77.016,1.12083706,8.3,7.25,4.147,2,0.341
5,A1 LM,CROSS H CATTLE,2624,79.224,1.111967837,6.7,6.65,4.128,2,0.318
5,A1 LM,CROSS H CATTLE,2628,85.869,1.13219563,2.3,5.75,4.549,2,0.136
3,B1 SH,CROSS H CATTLE,2631,87.408,0.678700435,-1.8,14.4,3.101,1,1
3,B1 SH,CROSS H CATTLE,2632.5,122.568,0.578753784,-16.4,71.7,0.99,1,0.955
2,B1 SH,CROSS H CATTLE,2633,120.345,0.568319085,2,84.4,0.833,1,0.939
2,B1 SH,CROSS H CATTLE,2633.5,109.836,0.56205483,1.5,81.65,0.852,1,0.924
2,B1 SH,CROSS H CATTLE,2634,94.623,0.566437492,-10.3,65.85,1.234,1,0.909
2,B1 SH,CROSS H CATTLE,2634.5,85.419,0.593396842,-14.5,50.85,1.787,1,0.894
